Year,Geo Level,State,State ANSI,Fruit,Category,Item,Metric,Value,CV (%)
2019,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,5,94.6
2019,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,7,43.9
2019,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,7,43.9
2019,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,219,94.1
2019,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,75.2
2019,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,219,94.1
2019,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,7,43.9
2019,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,75.2
2019,STATE,TENNESSEE,47,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,219,94.1
2019,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,21,32.0
2019,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,26,23.2
2019,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,26,23.2
2019,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,39.3
2019,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,34.0
2019,STATE,VERMONT,50,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,39.3
2019,STATE,VERMONT,50,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,26,23.2
2019,STATE,VERMONT,50,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,34.0
2019,STATE,VERMONT,50,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,39.3
2019,STATE,VIRGINIA,51,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,VIRGINIA,51,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,43.9
2019,STATE,VIRGINIA,51,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,43.9
2019,STATE,VIRGINIA,51,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,VIRGINIA,51,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,VIRGINIA,51,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,VIRGINIA,51,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,43.9
2019,STATE,VIRGINIA,51,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,VIRGINIA,51,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,55,58.3
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,57,40.1
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,57,40.1
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,78.4
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,67.2
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,78.4
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,53,40.5
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,79.4
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,PROCESSING - OPERATIONS WITH SALES,NA,6,89.2
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN $,NA,(D)
2019,STATE,WASHINGTON,53,STRAWBERRIES,ORGANIC,PROCESSING - SALES,MEASURED IN CWT,23,80.9
2019,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,NA,(D)
2019,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,43.9
2019,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,1,43.9
2019,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,NA,(D)
2019,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,(D)
2019,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,NA,(D)
2019,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,1,43.9
2019,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,(D)
2019,STATE,WEST VIRGINIA,54,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,NA,(D)
2019,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - ACRES HARVESTED,NA,NA,5,56.3
2019,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,22,23.8
2019,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - OPERATIONS WITH SALES,NA,NA,22,23.8
2019,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - PRODUCTION,MEASURED IN CWT,NA,135,55.9
2019,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - SALES,MEASURED IN $,NA,NA,42.1
2019,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC - SALES,MEASURED IN CWT,NA,135,55.9
2019,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC,FRESH MARKET - OPERATIONS WITH SALES,NA,22,23.8
2019,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN $,NA,42.1
2019,STATE,WISCONSIN,55,STRAWBERRIES,ORGANIC,FRESH MARKET - SALES,MEASURED IN CWT,135,55.9
