Program,Year,Period,Week_Ending,Geo_Level,State,State_ANSI,Region,Commodity,Data_Item,Domain,Domain_Category,Value
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",600
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",200
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",500
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",800
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",900
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",400
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HELICOVERPA ZEA NPV = 107300)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",200
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",100
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SOYBEAN OIL = 31605)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",600
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (GLIOCLADIUM VIRENS = 129000)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",100
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (POTASSIUM SILICATE = 72606)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",600
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, OTHER","CHEMICAL, OTHER: (TRICHODERMA VIRENS STRAIN G-41 = 176604)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB",FERTILIZER,FERTILIZER: (NITROGEN),4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB",FERTILIZER,FERTILIZER: (PHOSPHATE),4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB",FERTILIZER,FERTILIZER: (POTASH),4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB",FERTILIZER,FERTILIZER: (SULFUR),4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",0.205
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBT. GB03 = 129068)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)",0.482
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)",0.023
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",0.337
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",1.739
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)",4
SURVEY,2019,YEAR,NA,STATE,CALIFORNIA,06,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)",4
